Series_ID,Title,Summary,Publication_Date,Authors,PMIDs
GSE234621,combinatorial mapping ubiquitin ligases their target substrates,ubiquitin ligases e3s confer specificity protein degradation through the recognition specific target substrates for ubiquitination and subsequent degradation making e3s attractive candidates for drug development there are over 600 annotated e3s the human genome yet the vast majority have known substrate proteins due part the limited scalability methods evaluate the vast number potential e3substrate interactions address this developed comet combinatorial mapping targets combinatorial framework that can test the role many specific e3s regulating the abundance many specific substrates within the context single experiment proofofconcept applied comet identify specific subunits the scf ubiquitin ligase complex that mediate the degradation target substrates including shortlived transcription factors tfs our data suggest that many e3substrate relationships are complex rather than simple associations further provide computational models e3substrate interactions from our screen looking forward anticipate that comet can further scaled enable comprehensive mapping regulators protein stability their target substrates,2025/02/07,32081;21222;30173,"[IntegerElement(39919746, attributes={})]"
GSE230489,rnasequencing cutaneous melanoma and nonsmall cell lung cancer biopsies,used proteogenomic approach combining rnasequencing and mass spectrometry study the mhc iimmunopeptidome cutaneous melanoma and nonsmall cell lung cancer nsclc samples the rnasequencing each sample was used construct samplespecific databases for the mass spectrometrybased identification mhc iassociated peptides maps maps were then filtered based their rna expression the respective cancer types from the cancer genome atlas tcgaskcm for melanoma maps tcgalusc and tcgaluad for nsclc maps benign tissues from the genotypetissue expression gtex project medullary thymic epithelial cells purified blood and bone marrow cells and normal melanocytes for melanoma bronchial brushing samples for nsclc maps were classified mutated tumorspecific antigens mtsas derived from nonsynonymous mutations expressed the sample origin unmutated tumor antigens aberrantly expressed tumorspecific antigens aetsas nolow expression benign tissues and least two times higher expression tcga tumorassociated antigens taas significant expression benign tissues and least two times higher expression tcga lineageassociated antigens lsas specific expression cancer and normal tissue origin lung and bronchial brushing samples for nsclc skin and melanocytes for melanoma the tumor antigens described here represent attractive targets for immunotherapy melanoma and nsclc,2025/02/07,11154;18573,"[IntegerElement(40405018, attributes={})]"
GSE181958,transcriptomic profiling host response genes convalescent covid19 donors and healthy controls using the nanostring ncounter human host response v10 panel,nanostring ncounter assay was performed measure the basal expression host response genes primary human monocytes from convalescent covid19 donors and sarscov2 naïve healthy individuals,2025/02/07,30506,"[IntegerElement(39922089, attributes={})]"
GSE286050,slc13a5 plays essential role the energy shift oxidative phosphorylation cisplatinresistant mesothelioma stem cells,explore new therapeutic approaches identified genes specifically expressed mesothelioma stem celllike cells derived from human mesothelioma cell lines using hydrogelbased stem cell induction method gene expression accmeso4 cells cultured double network hydrogel composed poly2acrylamido2methyl1propanesulfonic acid pamps and polynn’dimethylacrylamide pdmaam was compared that control polystyrene dish and ultralow attachment ula dish classical method for enriching stem cells,2025/02/06,20844,"[IntegerElement(39912507, attributes={})]"
GSE272816,poisoning healthy hematopoiesis unanticipated mechanism driving clonal dominance vexas syndrome scrnaseq,clonal dominance characterizes hematopoiesis during aging and increases susceptibility blood cancers and common nonmalignant disorders vexas syndrome recently discovered adultonset autoinflammatory disease burdened high mortality rate and caused dominant hematopoietic clones bearing somatic mutations the uba1 gene however pathogenic mechanisms fueling clonal dominance are unknown moreover the lack disease models hampers the development diseasemodifying therapies here performed immunophenotypic dissection hematopoiesis and singlecell transcriptomics vexas patient cohort revealing pervasive inflammation across all lineages hematopoietic stemprogenitor cells hspcs vexas patients proliferate less are mostly committed toward myelopoiesis and prone egress from the bone marrow humanized xenograft models vexas syndrome generated inserting the causative mutation healthy hspcs through base editing fully recapitulated patients’ hematologic and inflammatory hallmarks competitive transplants vexaslike and normal hspcs showed that while mutant cells are resilient the inflammatory milieu wildtype ones are poisoned and progressively overwhelmed vexas clones becoming unable support functional multilineage hematopoiesis our study unveils unanticipated mechanism clonal dominance provides new models for preclinical investigation therapeutic strategies and has relevant implications for clinical management vexas patients,2025/02/06,24676;24247,"[IntegerElement(40195449, attributes={})]"
GSE272578,poisoning healthy hematopoiesis unanticipated mechanism driving clonal dominance vexas syndrome rnaseq,clonal dominance characterizes hematopoiesis during aging and increases susceptibility blood cancers and common nonmalignant disorders vexas syndrome recently discovered adultonset autoinflammatory disease burdened high mortality rate and caused dominant hematopoietic clones bearing somatic mutations the uba1 gene however pathogenic mechanisms fueling clonal dominance are unknown moreover the lack disease models hampers the development diseasemodifying therapies here performed immunophenotypic dissection hematopoiesis and singlecell transcriptomics vexas patient cohort revealing pervasive inflammation across all lineages hematopoietic stemprogenitor cells hspcs vexas patients proliferate less are mostly committed toward myelopoiesis and prone egress from the bone marrow humanized xenograft models vexas syndrome generated inserting the causative mutation healthy hspcs through base editing fully recapitulated patients’ hematologic and inflammatory hallmarks competitive transplants vexaslike and normal hspcs showed that while mutant cells are resilient the inflammatory milieu wildtype ones are poisoned and progressively overwhelmed vexas clones becoming unable support functional multilineage hematopoiesis our study unveils unanticipated mechanism clonal dominance provides new models for preclinical investigation therapeutic strategies and has relevant implications for clinical management vexas patients,2025/02/06,24676,"[IntegerElement(40195449, attributes={})]"
GSE267726,specific and efficient rna atoi editing through cleavage adar inhibitor,rna editing can promising therapeutic approach however ectopic expression rna editing enzymes was found trigger offtarget editing and the recruitment endogenous adenosine deaminase acting rna adar suffers from low efficiency and fluctuating adar expression here identified adar inhibitors adis that suppressed the activity the fused adar2 deaminase domain adar2dd using adi developed rna transformer adenine base editor rtabe with both high specificity and high efficiency with the fusion adi adar2dd rtabe remains inactive until binds its target site after binding the target site adi cleaved from adar2dd and rtabe becomes active rtabe induced efficient ontarget editing various cells with different adar expression levels delivering rtabe via adenoassociated virus enabled rna correction rate hurler syndrome mice with significant offtarget editing and liduronidase activity was restored rtabe highly specific and efficient rna editing system with broad applicability,2025/02/06,24247;24676,"[IntegerElement(40140558, attributes={})]"
GSE256134,comparison rna quality fresh and raidfixed cells with druginduced replication stress,the underlying mechanisms that influence cancer cells sensitivity replication stress are impeded the analysis bulksamples which neglect tumor heterogeneity and fail accurately interpret cell cycle mediated resistance here combining intracellular immunostaining and rnasequencing single cells characterized the transcriptomes subsets cells with oncogenic ras that exhibit low levels even when challenged with chk1 inhibitor and gemcitabine,2025/02/06,18573,"[IntegerElement(40009518, attributes={})]"
GSE250285,identification heterogenous expressed transcripts that mitigate druginduced replication stress,the underlying mechanisms that influence cancer cells sensitivity replication stress are impeded the analysis bulksamples which neglect tumor heterogeneity and fail accurately interpret cell cycle mediated resistance here combining intracellular immunostaining and rnasequencing single cells characterized the transcriptomes subsets cells with oncogenic ras that exhibit low levels even when challenged with chk1 inhibitor and gemcitabine,2025/02/06,18573,"[IntegerElement(40009518, attributes={})]"
GSE212630,ptdp43 levels correlate with cell type specific molecular alterations the prefrontal cortex c9orf72 alsftd patients,repeat expansions the c9orf72 gene are the most common genetic cause amyotrophic lateral sclerosis and familial frontotemporal dementia alsftd identify molecular defects that take place the dorsolateral frontal cortex patients with c9orf72 alsftd compared healthy controls with c9orf72 alsftd donor samples staged based the levels cortical phosphorylated tar dna binding protein ptdp43 neuropathological hallmark disease progression identified distinct molecular changes different cell types that take place during ftd development loss neurosurveillance microglia and activation the complement cascade take place early when ptdp43 aggregates are absent very low and become more pronounced late stages suggesting initial involvement microglia disease progression reduction layer cortical projection neurons with high expression cux2lamp5 also occurs early and the reduction becomes more pronounced ptdp43 accumulates several unique features were observed only samples with high levels ptdp43 including global alteration chromatin accessibility oligodendrocytes microglia and astrocytes higher ratios premature oligodendrocytes increased levels the noncoding rna neat1 astrocytes and neurons and higher amount phosphorylated ribosomal protein our findings reveal previously unknown progressive functional changes major cell types found the frontal cortex c9orf72 alsftd patients that shed light the mechanisms underlying the pathology this disease,2025/02/06,24676,"[IntegerElement(36711601, attributes={})]"
GSE287090,exploration tumor associated macrophages patients with metastatic uveal melanoma single cell rnaseq,pre and posttreatment tumor biopsies from patient with metastatic uveal melanoma patients were analysed single cell rnaseq transcriptomic profiling myeloid populations including macrophages monocytes and dendritic cells was carried out macrophage subsets were identified baseline and treatmentinduced macrophage reprogramming was characterised,2025/02/05,24676,"[IntegerElement(40064880, attributes={})]"
GSE282838,discrimination initiator trna and start codon mammalian mitochondrial initiation factor leaderless mrna translation,the mammalian mitochondrial protein synthesis system produces thirteen essential subunits oxidative phosphorylation oxphos complexes translation initiation mammalian mitochondria characterized the use leaderless mrnas and nonaug start codons where the proofreading function if3mt still remains elusive here developed reconstituted mammalian mitochondrial translation system using vitro transcribed and native mitochondrial trnas investigate if3mt’ proofreading function similar bacterial if3 if3mt permits initiator trna participate initiation discriminating the three pairs its anticodon stem and the cognate interaction its anticodon with the aug start codon result if3mt promotes the accurate initiation leaderless mrnas nevertheless if3mt can also facilitate initiation from the nonaugaua start codon through its unique and cterminal extensions concert with the 5methylcytidine m5c 5formylcytidine f5c modification the anticodon wobble position mttrnamet this partly because the if3mtspecific and cterminal extensions and the kkgkmotif favor leaderless mrna initiation and relax nonaug start codon discrimination analyses if3mtdepleted cells revealed that human cells if3mt indeed participates translating the orfs leaderless mrnas well the internal orfs bicistronic mrnas,2025/02/05,34284,"[IntegerElement(39878211, attributes={})]"
GSE282819,realtime quantitative pcr analysis evcontaining mirna from human adipocytes sgbs cells,mature adipocytes were pretreated with for 24h andor treated with tnfα during 24h evs released adipocytes after tnf treatment were isolated and the mirnas contained were extracted for qpcr analysis,2025/02/05,35130,"[IntegerElement(39887543, attributes={})]"
GSE282793,comprehensive singlecell chromatin and transcriptomic profiling peripheral immune cells nonsegmental vitiligo,this study integrates singlecell rna and atac sequencing profile peripheral immune cells nonsegmental vitiligo providing insights into systemic immune dysregulation,2025/02/05,24676,"[IntegerElement(39888372, attributes={})]"
GSE282521,development potent epigenetic editor targeting human pcsk9 with durable reduction cholesterol mice and nonhuman primates whole genome methylseq,dna methylation gene promoter regions conserved innate epigenetic mechanism control gene expression transient application epigenetic editors designed induce dna methylation has been shown silence genes cultured cells and mice here report the development potent efficacious and specific human pcsk9targeting epigenetic editor single administration lipid nanoparticles encapsulating mrna encoding the epigenetic editor which precisely targets the pcsk9 locus was sufficient drive nearcomplete silencing transgenic mice expressing human pcsk9 silencing was durable for least one year and was fully maintained following partial hepatectomyinduced liver regeneration addition showed reversibility epigenetic editing previously silenced mice upon treatment with targeted epigenetic activator designed demethylate the pcsk9 locus importantly single administration the epigenetic editor robustly potently and durably decreased circulating pcsk9 cynomolgus monkeys with concomitant reduction lowdensity lipoprotein cholesterol these findings support the development epigenetic editor targeting pcsk9 for the treatment hypercholesterolemia and demonstrate the broad therapeutic potential precise efficacious durable and reversible epigenetic editing vivo,2025/02/05,24676,"[IntegerElement(39930141, attributes={})]"
GSE282445,development potent epigenetic editor targeting human pcsk9 with durable reduction cholesterol mice and nonhuman primates twist methylome methyseq,dna methylation gene promoter regions conserved innate epigenetic mechanism control gene expression transient application epigenetic editors designed induce dna methylation has been shown silence genes cultured cells and mice here report the development potent efficacious and specific human pcsk9targeting epigenetic editor single administration lipid nanoparticles encapsulating mrna encoding the epigenetic editor which precisely targets the pcsk9 locus was sufficient drive nearcomplete silencing transgenic mice expressing human pcsk9 silencing was durable for least one year and was fully maintained following partial hepatectomyinduced liver regeneration addition showed reversibility epigenetic editing previously silenced mice upon treatment with targeted epigenetic activator designed demethylate the pcsk9 locus importantly single administration the epigenetic editor robustly potently and durably decreased circulating pcsk9 cynomolgus monkeys with concomitant reduction lowdensity lipoprotein cholesterol these findings support the development epigenetic editor targeting pcsk9 for the treatment hypercholesterolemia and demonstrate the broad therapeutic potential precise efficacious durable and reversible epigenetic editing vivo,2025/02/05,24676,"[IntegerElement(39930141, attributes={})]"
GSE282441,development potent epigenetic editor targeting human pcsk9 with durable reduction cholesterol mice and nonhuman primates rnaseq,dna methylation gene promoter regions conserved innate epigenetic mechanism control gene expression transient application epigenetic editors designed induce dna methylation has been shown silence genes cultured cells and mice here report the development potent efficacious and specific human pcsk9targeting epigenetic editor single administration lipid nanoparticles encapsulating mrna encoding the epigenetic editor which precisely targets the pcsk9 locus was sufficient drive nearcomplete silencing transgenic mice expressing human pcsk9 silencing was durable for least one year and was fully maintained following partial hepatectomyinduced liver regeneration addition showed reversibility epigenetic editing previously silenced mice upon treatment with targeted epigenetic activator designed demethylate the pcsk9 locus importantly single administration the epigenetic editor robustly potently and durably decreased circulating pcsk9 cynomolgus monkeys with concomitant reduction lowdensity lipoprotein cholesterol these findings support the development epigenetic editor targeting pcsk9 for the treatment hypercholesterolemia and demonstrate the broad therapeutic potential precise efficacious durable and reversible epigenetic editing vivo,2025/02/05,30173,"[IntegerElement(39930141, attributes={})]"
GSE282436,development potent epigenetic editor targeting human pcsk9 with durable reduction cholesterol mice and nonhuman primates hybrid capture methylseq,dna methylation gene promoter regions conserved innate epigenetic mechanism control gene expression transient application epigenetic editors designed induce dna methylation has been shown silence genes cultured cells and mice here report the development potent efficacious and specific human pcsk9targeting epigenetic editor single administration lipid nanoparticles encapsulating mrna encoding the epigenetic editor which precisely targets the pcsk9 locus was sufficient drive nearcomplete silencing transgenic mice expressing human pcsk9 silencing was durable for least one year and was fully maintained following partial hepatectomyinduced liver regeneration addition showed reversibility epigenetic editing previously silenced mice upon treatment with targeted epigenetic activator designed demethylate the pcsk9 locus importantly single administration the epigenetic editor robustly potently and durably decreased circulating pcsk9 cynomolgus monkeys with concomitant reduction lowdensity lipoprotein cholesterol these findings support the development epigenetic editor targeting pcsk9 for the treatment hypercholesterolemia and demonstrate the broad therapeutic potential precise efficacious durable and reversible epigenetic editing vivo,2025/02/05,16417;15520,"[IntegerElement(39930141, attributes={})]"
GSE280470,gli2 facilitates tumor immune evasion and immunotherapeutic resistance coordinating wnt ligand and prostaglandin signaling,therapeutic resistance immune checkpoint blockade has been commonly linked the process mesenchymal transformation and remains prevalent obstacle across many cancer types improved mechanistic understanding for mtmediated immune evasion promises lead more effective combination therapeutic regimens herein identify the hedgehog transcription factor gli2 key node tumormediated immune evasion and immunotherapy resistance during mechanistic studies reveal that gli2 generates immunotolerant tumor microenvironment through the upregulation wnt ligand production and increased prostaglandin synthesis this pathway drives the recruitment viability and function granulocytic myeloidderived suppressor cells pmnmdscs while also impairing type conventional dendritic cell cd8 cell and cell functionality pharmacologic ep2ep4 prostaglandin receptor inhibition and wnt ligand inhibition each reverses subset these effects while preventing primary and adaptive resistance antipd1 immunotherapy respectively transcriptional gli2 signature correlates with resistance antipd1 immunotherapy stage melanoma patients providing translational roadmap direct combination immunotherapeutics the clinic ffpe tumor samples from metastatic melanoma patients were extracted and nanostring wnt pathway panel was performed includes previously published samples from gse165745 with updated clinical data,2025/02/05,29668,"[IntegerElement(39970333, attributes={})]"
GSE280116,igf2bp3 prognostic biomarker and regulator metastasis merkel cell carcinoma,merkel cell carcinoma mcc aggressive skin cancer with frequent development metastases however effective treatment options for advanced disease are often missing this study investigated the clinical significance and functional impact the insulinlike growth factor mrnabinding protein igf2bp3 mcc our results revealed elevated igf2bp3 expression metastases compared primary tumors high igf2bp3 levels primary mccs were associated with shorter diseasespecific survival mcc xenograft model lung metastases exhibited increased igf2bp3 expression functional studies showed that igf2bp3 primarily regulates cell migration and invasion mcc identified 281 direct rna targets igf2bp3 with enriched functions linked metastasisrelated processes and several targets overlapped with genes differentially expressed between mcc primary tumors and metastases implying that igf2bp3 and its targets contribute tumor progression inhibition silencing bromodomaincontaining protein brd4 reduced igf2bp3 expression suggesting brd4 potential regulator igf2bp3 our study underscores the role igf2bp3 mcc metastasis and its potential prognostic biomarker,2025/02/05,24676,"[IntegerElement(40162116, attributes={})]"
GSE275898,rprd1b’ direct interaction with phosphorylated rna polymerase regulates polyadenylation cell cycle genes and drives cancer progression,rna polymerase pol regulates eukaryotic gene expression through dynamic phosphorylation its cterminal domain ctd phosphorylation ser2 and thr4 the ctd crucial for rna ’ end processing and facilitating the recruitment cleavage and termination factors however the transcriptional roles most ctdbinding proteins remain poorly understood this study focus rprd1b transcriptional regulator that interacts with the phosphorylated ctd and has been implicated various cancers investigated its molecular mechanism during transcription and found that rprd1b modulates alternative polyadenylation cell growth transcripts directly interacting with the ctd rprd1b recruited transcribing pol near the ’ end the transcript specifically response ser2 and thr4 phosphorylation but only after flanking ser5 phosphorylation removed transcriptomic analysis rprd1b knockdown cells revealed its role cell proliferation via termination the key cell growth genes upstream polyadenylation sites leading the production tumor suppressor transcripts that lack aurich elements ares with increased mrna stability overall our study uncovers previously unrecognized connections between the pol ctd and cid highlighting their influence ’ end processing and their contribution abnormal cell growth cancer,2025/02/05,34284,"[IntegerElement(39886382, attributes={})]"
GSE275817,rprd1b’ direct interaction with phosphorylated rna polymerase regulates polyadenylation cell cycle genes and drives cancer progression,rna polymerase pol regulates eukaryotic gene expression through dynamic phosphorylation its cterminal domain ctd phosphorylation ser2 and thr4 the ctd crucial for rna ’ end processing and facilitating the recruitment cleavage and termination factors however the transcriptional roles most ctdbinding proteins remain poorly understood this study focus rprd1b transcriptional regulator that interacts with the phosphorylated ctd and has been implicated various cancers investigated its molecular mechanism during transcription and found that rprd1b modulates alternative polyadenylation cell growth transcripts directly interacting with the ctd rprd1b recruited transcribing pol near the ’ end the transcript specifically response ser2 and thr4 phosphorylation but only after flanking ser5 phosphorylation removed transcriptomic analysis rprd1b knockdown cells revealed its role cell proliferation via termination the key cell growth genes upstream polyadenylation sites leading the production tumor suppressor transcripts that lack aurich elements ares with increased mrna stability overall our study uncovers previously unrecognized connections between the pol ctd and cid highlighting their influence ’ end processing and their contribution abnormal cell growth cancer,2025/02/05,24676,"[IntegerElement(39886382, attributes={})]"
GSE274842,loss ddx24 inhibits lung cancer progression stimulating ikbkg splicingmediated autophagy,lung cancer remains major global health burden with limited therapeutic options alternative splicing critical posttranscriptional process contributes lung cancer progression through autophagy although the underlying mechanisms remain largely unexplored here reveal that loss ddx24 rnabinding protein suppresses lung cancer growth promoting autophagy mechanistically ddx24 regulates the alternative splicing autophagyrelated genes including ikbkg demonstrate that ddx24 directly binds ikbkg premrna whereas ddx24 ablation promotes the generation proautophagic long splicing variant functional rescue experiments confirm that the long ikbkg isoformmediated autophagy confers the antitumor effects ddx24 depletion these findings uncover novel regulatory axis involving ddx24 ikbkg splicing and autophagy lung cancer and provide potential therapeutic target for this devastating disease,2025/02/05,24676,"[IntegerElement(39897555, attributes={})]"
GSE271413,singlecell atlas circulating immune cells over the first months age extremely premature infants,extremely premature infants epi those born prior weeks’ gestation are highly susceptible infection and inflammation the impact pre and postnatal exposures the immune response poorly understood analyzed over 200 000 circulating immune cells from 100200 whole blood collected from donors including longitudinal samples from epi that were compared healthy adults and cord blood from term and preterm infants performed singlecell rna and bcell receptor sequencing and phosphoprotein mass cytometry from matched samples and proteomics dried blood spots from the same donors our data defined the trajectory circulating myeloid and natural killer cells peripheral cell development rapidly progressed over the first month epi’ life with increase the proportion naïve cd4 regulatory and cycling cells accompanied increased stat5 signaling simultaneously the transcription il2 which essential for cell activation and proliferation increased the lymphocytes cell repertoire diversity clonality and gene usage increased rapidly over the first days life epi cd38hi cells were directly proportional gestational age birth interestingly utero exposure inflammation chorioamnionitis altered the abundance transcriptome and signaling circulating cells and monocytes specifically month life epis finally demonstrate the feasibility robust multiomic longitudinal analysis epi from minute amounts blood developing resource for studying the impact early life exposures immune development,2025/02/05,24676,"[IntegerElement(40043141, attributes={})]"
GSE269774,modulation biological activities adipose derived stem cells histone deacetylation,epigenetic mechanisms control stem cell homeostasis and differentiation well skin regeneration our study investigated the effects suberoylanilide hydroxamic acid saha stem cells understand the cellular and molecular impact adiposederived stem cells received consecutive saha treatment for hours change the cell viability could noticed the studied concentrations the other hand decrease the protein expression histone deacetylases 1000 was found the cell proliferation marker ki67 was increased after saha treatment compared the vehicle shown immunofluorescence staining the expression ccnd1 gene expression was upregulated while the protein expression the proliferating cell nuclear antigen was downregulated alternatively microarray analysis revealed regulated and downregulated differentially expressed genes and revealed that cdkn1a and mdm2 were upregulated under the influence saha the other hand the proteomics analysis identified 631 upregulated proteins while 823 proteins were downregulated comparison the vehicle the pathway enrichment analysis showed that cell cycle atpdependent chromatin remodeling and dna are among the regulated pathways this study suggested that saha pharmacoepigenetic agent might alter adscs determination through coordinated biological processes,2025/02/05,34587,"[IntegerElement(39880862, attributes={})]"
GSE266995,rnaseq peripheral blood mononucleated cells exposed plateletrich fibrin and enamel matrix derivatives,plateletrich fibrin prf and enamel matrix derivatives emd can support the local regenerative events periodontal defects there reason suggest that prf and emd exert part their activity targeting the bloodderived cells accumulating the early wound healing blastema however the impact prf and emd blood cell response remains discovered this aim have exposed human peripheral blood mononucleated cells pbmcs prf lysates and emd followed bulk rna sequencing total 111 and genes are and downregulated prf under the premise least log2 twofold change and minus log10 significance level two respectively representative characteristic ifn response indicated various human leukocyte antigens hladpa1 hladpb1 hladqa1 hladqa2 hladra hladrb1 hladrb5 gamma receptors fcgr1a fcgr1b fcgr3b chemokines cxcl911 and calprotectin s100a89 and s100a12 complement c1qab and interferoninduced guanylatebinding proteins gbp1 gbp5 with emd and genes are and downregulated respectively characteristics the upregulated genes are tensins tns1 and tns3 among the genes downregulated emd were epsilon receptors fcer1a fcer2 and receptorlike proteins fcrl1 fcrl3 and cx3cr1 genes commonly upregulated prf and emd were most noticeably nxph4 and mn1 but also fn1 mmp14 mertk and axl our findings suggest that prf provokes inflammatory response while emd dampens ige signaling peripheral mononucleated blood cells,2025/02/05,11154,"[IntegerElement(39881164, attributes={})]"
GSE266261,the small rna sequencing for endometrium and ovarian endometrial cysts patients with endomeriosis,mirnas are associated with various diseases regulating the expression their target genes this study investigated mirna profiles endometriosis,2025/02/05,15520,"[IntegerElement(39897955, attributes={})]"
GSE266260,the small rna sequencing for human serum patients with endomeriosis,circulating mirnas are potential noninvasive biomarkers and some mirnas were encapsulated extracellular vesicles evs this study investigated mirna profiles the serum patients with endometriosis,2025/02/05,18573,"[IntegerElement(39897955, attributes={})]"
GSE263881,genetic disruption class hla cutaneous tcell lymphoma,genetic disruption class hla common mechanism immune evasion and immunotherapy resistance many other cancers but has not yet been characterized cutaneous tcell lymphoma ctcl performed singlecell rna sequencing scrnaseq tumor samples from patients with ctcl demonstrate the tumorspecificity and intratumoral heterogeneity such abnormalities,2025/02/05,34284;24676;20795,"[IntegerElement(39388712, attributes={})]"
GSE261572,specific modulation 28sum2402 rrna 2oribose methylation novel epitranscriptomic marker zeb1induced epithelialmesenchymal transition different mammary cell contexts,the epithelial–mesenchymal transition emt dynamic transdifferentiation epithelial cells into mesenchymal cells emt programs exhibit great diversity based primarily the distinct impact molecular activities the emt transcription factors using panel cancer cell lines and series triplenegative primary breast tumors report that the emt transcription factor zeb1 modulates sitespecific chemical modifications ribosomal rna rrna overexpression zeb1 and zeb2 but not twist1 decreased the level ′oribose methylation ′ome 28s rrna position um2402 zeb1 overexpression specifically reduced the expression the corresponding box small nucleolar rnas snornas snord143144 which guide the rrna ′ome complex the 28sum2402 site during zeb1induced emt inductionreversion the levels both ′ome 28sum2402 and snord143144 were dynamically comodulated taken together these data demonstrate that ′ome rrna epitranscriptomics novel marker zeb1induced emt,2025/02/05,24676,"[IntegerElement(39877292, attributes={})]"
GSE255647,characterizing spatial and global host innate immune responses against sarscov1 and infection pathologically relevant human lung epithelial cells,severe acute respiratory syndrome coronavirus1 sarscov1 and sarscov2 are betacoronaviruses βcovs that have caused significant morbidity and mortality worldwide therefore better understanding host responses βcovs would provide insights into the pathogenesis these viruses identify potential targets for medical countermeasures our objective use systems biology approach explore the magnitude and scope innate immune responses triggered sarscov1 and infection over time pathologically relevant human lung epithelial cells calu32b4 cells total rna extracted and hours after βcovs infection calu32b4 cells were subjected rna sequencing bioinformatics and functional enrichment analysis select genes whose expressions were significantly modulated upon infection over time the results our study demonstrate that sarscov1 and stimulate similar yet distinct innate antiviral signaling pathways pathologically relevant human lung epithelial cells upregulated genes found multiple time points regulated the viral life cycle interferons and interferonstimulated genes isgs based their profound modulation upon infection selected four isgs bone marrow stromal cell antigen bst2 zdna binding protein zbp1 cxc motif chemokine ligand cxcl11 and interferon induced transmembrane protein ifitm1 for characterization potential drug targets against βcovs,2025/02/05,21697,"[IntegerElement(39874350, attributes={})]"
GSE249942,requirements for the neurodevelopmental disorderassociated gene znf292 human cortical interneuron development and function,this superseries composed the subseries listed below,2025/02/05,24676,"[IntegerElement(40257863, attributes={})]"
GSE249941,znf292 genomewide occupancy during cortical interneuron development,human embryonic stem cell hesc models znf292 deficiency were generated including krabonly control and two crispri knockdown models znfg1 and znfg2 these hesc models were used derived mgelike ventral telencephalic neural progenitors day d15 and cortical interneurons day d30 cuttag was utilized define znf292 genomewide occupancy d15 and d30 during this process,2025/02/05,24676,"[IntegerElement(40257863, attributes={})]"
GSE249940,consequences znf292 deficiency for human cortical interneuron development,human embryonic stem cell hesc models znf292 deficiency were generated including krabonly control and two crispri knockdown models znfg1 and znfg2 these hesc models were used derived mgelike ventral telencephalic neural progenitors day d15 and cortical interneurons day d30 rnaseq was conducted these models define transcriptional changes that result from znf292 deficiency during this process,2025/02/05,24676,"[IntegerElement(40257863, attributes={})]"
GSE242115,morusinol potent therapeutic agent against dlbcl,the emergence natural products and their derivatives has notably influenced cancer treatment making morusinol herbal medicinederived monomer promising candidate comprehensively assess the impact morusinol dlbcl cells conducted whole transcriptome analysis rna sequencing rnaseq sudhl8 and farage cell lines treated with either vehicle morusinol,2025/02/05,24676,"[IntegerElement(39881135, attributes={})]"
GSE241007,morusinol efficiently inhibits m2like polarization macrophages vitro,the emergence natural products and their derivatives has notably influenced cancer treatment making morusinol herbal medicinederived monomer promising candidate comprehensively assess the impact morusinol immune function conducted whole transcriptome analysis rna sequencing rnaseq macrophages treated with either vehicle morusinol,2025/02/05,24676,"[IntegerElement(39881135, attributes={})]"
GSE236442,combined analysis metabolomics proteomics and transcriptomics identify biomarkers for resistant hypertension,resistant hypertension has emerged formidable challenge the realm hypertension prevention and treatment owing its potential for causing severe target organ damage the identification biomarkers assumes paramount significance unraveling the pathogenesis and facilitating early diagnosis and treatment despite the conduct several single omics studies the intricate pathogenesis this condition remains only partially understood this study comprehensively analyzed metabolomics proteomics and transcriptomics healthy individuals hypertensive patients and those with variety substances were screened potential diagnostic markers for the hypoxiainducible factor1 hif1 signaling pathway was identified the pathogenic signaling pathway for conclusion this study provides multiomics analysis information enhance our understanding the pathogenesis and explore potential diagnostic markers providing new insights for the search for effective therapeutic targets,2025/02/05,24676,"[IntegerElement(39716980, attributes={})]"
GSE234356,dendrophenol inhibits vascular calcification activating il13ra2dependent inhibition stat3 and attenuating wnt3bcatenin signaling pathway,this experimentwe used hasmcs cells explore the mechanisms which dendrophenol affects smooth muscle cell osteogenic differentiation and related mechanisms found that il13ra2 expression was significantly reduced during the induction osteogenic differentiation hasmcs and normal levels were restored after dendrophenol treatment thus dendrophenol may treat vascular calcification through il13ra2 further found that il13ra2 interacts with the transcription factor stat3 suggesting that the therapeutic effect dendrophenol may mediated through stat3 addition further investigated the link between il13ra2stat3 and the classical wntbcatenin pathway and found that wnt3 plays important role this process the mechanism action dendrophenol was further clarified,2025/02/05,24676,"[IntegerElement(38432393, attributes={})]"
GSE229896,morusinol potent therapeutic agent against dlbcl,the emergence natural products and their derivatives has notably influenced cancer treatment making morusinol herbal medicinederived monomer promising candidate comprehensively assess the impact morusinol dlbcl cell conducted whole transcriptome analysis rna sequencing rnaseq the sudhl2 cell line treated with either vehicle morusinol,2025/02/05,24676,"[IntegerElement(39881135, attributes={})]"
